Lead ID,Lead Source,Lead Date,Funnel Stage,Final Stage,Revenue
2877,Facebook,2025-04-30 20:00:00,Lead,Lead,0.0
2878,Google Ads,2025-04-30 21:00:00,Lead,MQL,0.0
2879,Facebook,2025-04-30 22:00:00,Lead,Lead,0.0
2880,Google Ads,2025-04-30 23:00:00,Lead,Lead,0.0
2881,Google Ads,2025-05-01 00:00:00,Lead,MQL,0.0
2882,Organic,2025-05-01 01:00:00,Lead,Lead,0.0
2883,Google Ads,2025-05-01 02:00:00,Lead,SQL,0.0
2884,Google Ads,2025-05-01 03:00:00,Lead,Lead,0.0
2885,Google Ads,2025-05-01 04:00:00,Lead,Lead,0.0
2886,Organic,2025-05-01 05:00:00,Lead,Lead,0.0
2887,Facebook,2025-05-01 06:00:00,Lead,Closed Lost,0.0
2888,Facebook,2025-05-01 07:00:00,Lead,MQL,0.0
2889,Organic,2025-05-01 08:00:00,Lead,Lead,0.0
2890,Organic,2025-05-01 09:00:00,Lead,SQL,0.0
2891,Google Ads,2025-05-01 10:00:00,Lead,MQL,0.0
2892,Email,2025-05-01 11:00:00,Lead,Lead,0.0
2893,Email,2025-05-01 12:00:00,Lead,Lead,0.0
2894,Email,2025-05-01 13:00:00,Lead,Lead,0.0
2895,Google Ads,2025-05-01 14:00:00,Lead,Lead,0.0
2896,Organic,2025-05-01 15:00:00,Lead,Lead,0.0
2897,Facebook,2025-05-01 16:00:00,Lead,Lead,0.0
2898,Google Ads,2025-05-01 17:00:00,Lead,Lead,0.0
2899,Facebook,2025-05-01 18:00:00,Lead,MQL,0.0
2900,Google Ads,2025-05-01 19:00:00,Lead,Lead,0.0
2901,Google Ads,2025-05-01 20:00:00,Lead,Lead,0.0
2902,Email,2025-05-01 21:00:00,Lead,SQL,0.0
2903,Google Ads,2025-05-01 22:00:00,Lead,MQL,0.0
2904,Facebook,2025-05-01 23:00:00,Lead,Lead,0.0
2905,Facebook,2025-05-02 00:00:00,Lead,Lead,0.0
2906,Google Ads,2025-05-02 01:00:00,Lead,Closed Lost,0.0
2907,Referral,2025-05-02 02:00:00,Lead,Lead,0.0
2908,Google Ads,2025-05-02 03:00:00,Lead,Closed Lost,0.0
2909,Google Ads,2025-05-02 04:00:00,Lead,Lead,0.0
2910,Google Ads,2025-05-02 05:00:00,Lead,Lead,0.0
2911,Google Ads,2025-05-02 06:00:00,Lead,Lead,0.0
2912,Google Ads,2025-05-02 07:00:00,Lead,Lead,0.0
2913,Email,2025-05-02 08:00:00,Lead,MQL,0.0
2914,Referral,2025-05-02 09:00:00,Lead,MQL,0.0
2915,Google Ads,2025-05-02 10:00:00,Lead,MQL,0.0
2916,Email,2025-05-02 11:00:00,Lead,MQL,0.0
2917,Email,2025-05-02 12:00:00,Lead,MQL,0.0
2918,Organic,2025-05-02 13:00:00,Lead,Lead,0.0
2919,Facebook,2025-05-02 14:00:00,Lead,MQL,0.0
2920,Google Ads,2025-05-02 15:00:00,Lead,Lead,0.0
2921,Google Ads,2025-05-02 16:00:00,Lead,MQL,0.0
2922,Email,2025-05-02 17:00:00,Lead,Lead,0.0
2923,Organic,2025-05-02 18:00:00,Lead,Lead,0.0
2924,Google Ads,2025-05-02 19:00:00,Lead,MQL,0.0
2925,Google Ads,2025-05-02 20:00:00,Lead,Lead,0.0
2926,Organic,2025-05-02 21:00:00,Lead,MQL,0.0
2927,Organic,2025-05-02 22:00:00,Lead,SQL,0.0
2928,Referral,2025-05-02 23:00:00,Lead,Lead,0.0
2929,Email,2025-05-03 00:00:00,Lead,Lead,0.0
2930,Google Ads,2025-05-03 01:00:00,Lead,MQL,0.0
2931,Facebook,2025-05-03 02:00:00,Lead,MQL,0.0
2932,Email,2025-05-03 03:00:00,Lead,Lead,0.0
2933,Google Ads,2025-05-03 04:00:00,Lead,Lead,0.0
2934,Facebook,2025-05-03 05:00:00,Lead,MQL,0.0
2935,Email,2025-05-03 06:00:00,Lead,Lead,0.0
2936,Google Ads,2025-05-03 07:00:00,Lead,Lead,0.0
2937,Email,2025-05-03 08:00:00,Lead,MQL,0.0
2938,Facebook,2025-05-03 09:00:00,Lead,MQL,0.0
2939,Referral,2025-05-03 10:00:00,Lead,Closed Won,4774.7365229076495
2940,Google Ads,2025-05-03 11:00:00,Lead,Lead,0.0
2941,Google Ads,2025-05-03 12:00:00,Lead,MQL,0.0
2942,Facebook,2025-05-03 13:00:00,Lead,MQL,0.0
2943,Google Ads,2025-05-03 14:00:00,Lead,Lead,0.0
2944,Email,2025-05-03 15:00:00,Lead,MQL,0.0
2945,Email,2025-05-03 16:00:00,Lead,MQL,0.0
2946,Google Ads,2025-05-03 17:00:00,Lead,Lead,0.0
2947,Facebook,2025-05-03 18:00:00,Lead,Closed Lost,0.0
2948,Facebook,2025-05-03 19:00:00,Lead,Lead,0.0
2949,Google Ads,2025-05-03 20:00:00,Lead,Closed Won,4503.1410366824075
2950,Organic,2025-05-03 21:00:00,Lead,Lead,0.0
2951,Organic,2025-05-03 22:00:00,Lead,SQL,0.0
2952,Email,2025-05-03 23:00:00,Lead,Lead,0.0
2953,Email,2025-05-04 00:00:00,Lead,MQL,0.0
2954,Facebook,2025-05-04 01:00:00,Lead,Lead,0.0
2955,Organic,2025-05-04 02:00:00,Lead,MQL,0.0
2956,Email,2025-05-04 03:00:00,Lead,Lead,0.0
2957,Email,2025-05-04 04:00:00,Lead,MQL,0.0
2958,Organic,2025-05-04 05:00:00,Lead,SQL,0.0
2959,Google Ads,2025-05-04 06:00:00,Lead,Lead,0.0
2960,Organic,2025-05-04 07:00:00,Lead,Lead,0.0
2961,Google Ads,2025-05-04 08:00:00,Lead,MQL,0.0
2962,Google Ads,2025-05-04 09:00:00,Lead,Lead,0.0
2963,Google Ads,2025-05-04 10:00:00,Lead,MQL,0.0
2964,Referral,2025-05-04 11:00:00,Lead,Lead,0.0
2965,Organic,2025-05-04 12:00:00,Lead,Lead,0.0
2966,Email,2025-05-04 13:00:00,Lead,SQL,0.0
2967,Email,2025-05-04 14:00:00,Lead,Lead,0.0
2968,Facebook,2025-05-04 15:00:00,Lead,Lead,0.0
2969,Organic,2025-05-04 16:00:00,Lead,MQL,0.0
2970,Facebook,2025-05-04 17:00:00,Lead,Lead,0.0
2971,Google Ads,2025-05-04 18:00:00,Lead,MQL,0.0
2972,Google Ads,2025-05-04 19:00:00,Lead,Lead,0.0
2973,Email,2025-05-04 20:00:00,Lead,SQL,0.0
2974,Email,2025-05-04 21:00:00,Lead,Lead,0.0
2975,Google Ads,2025-05-04 22:00:00,Lead,Lead,0.0
2976,Google Ads,2025-05-04 23:00:00,Lead,SQL,0.0
2977,Organic,2025-05-05 00:00:00,Lead,Lead,0.0
2978,Google Ads,2025-05-05 01:00:00,Lead,MQL,0.0
2979,Email,2025-05-05 02:00:00,Lead,SQL,0.0
2980,Referral,2025-05-05 03:00:00,Lead,MQL,0.0
2981,Facebook,2025-05-05 04:00:00,Lead,Lead,0.0
2982,Google Ads,2025-05-05 05:00:00,Lead,Lead,0.0
2983,Email,2025-05-05 06:00:00,Lead,Lead,0.0
2984,Organic,2025-05-05 07:00:00,Lead,MQL,0.0
2985,Facebook,2025-05-05 08:00:00,Lead,Lead,0.0
2986,Referral,2025-05-05 09:00:00,Lead,Lead,0.0
2987,Google Ads,2025-05-05 10:00:00,Lead,Lead,0.0
2988,Facebook,2025-05-05 11:00:00,Lead,Lead,0.0
2989,Email,2025-05-05 12:00:00,Lead,MQL,0.0
2990,Organic,2025-05-05 13:00:00,Lead,Lead,0.0
2991,Google Ads,2025-05-05 14:00:00,Lead,Lead,0.0
2992,Organic,2025-05-05 15:00:00,Lead,MQL,0.0
2993,Facebook,2025-05-05 16:00:00,Lead,Lead,0.0
2994,Google Ads,2025-05-05 17:00:00,Lead,MQL,0.0
2995,Google Ads,2025-05-05 18:00:00,Lead,SQL,0.0
2996,Organic,2025-05-05 19:00:00,Lead,Lead,0.0
2997,Google Ads,2025-05-05 20:00:00,Lead,MQL,0.0
2998,Google Ads,2025-05-05 21:00:00,Lead,Closed Won,5418.8601518315
2999,Google Ads,2025-05-05 22:00:00,Lead,Lead,0.0
3000,Organic,2025-05-05 23:00:00,Lead,Lead,0.0
3001,Email,2025-05-06 00:00:00,Lead,SQL,0.0
3002,Email,2025-05-06 01:00:00,Lead,MQL,0.0
3003,Google Ads,2025-05-06 02:00:00,Lead,Lead,0.0
3004,Facebook,2025-05-06 03:00:00,Lead,SQL,0.0
3005,Facebook,2025-05-06 04:00:00,Lead,Closed Lost,0.0
3006,Organic,2025-05-06 05:00:00,Lead,MQL,0.0
3007,Organic,2025-05-06 06:00:00,Lead,MQL,0.0
3008,Google Ads,2025-05-06 07:00:00,Lead,MQL,0.0
3009,Email,2025-05-06 08:00:00,Lead,Lead,0.0
3010,Google Ads,2025-05-06 09:00:00,Lead,Closed Lost,0.0
3011,Facebook,2025-05-06 10:00:00,Lead,Lead,0.0
3012,Google Ads,2025-05-06 11:00:00,Lead,Lead,0.0
3013,Google Ads,2025-05-06 12:00:00,Lead,MQL,0.0
3014,Google Ads,2025-05-06 13:00:00,Lead,Lead,0.0
3015,Facebook,2025-05-06 14:00:00,Lead,Lead,0.0
3016,Google Ads,2025-05-06 15:00:00,Lead,SQL,0.0
3017,Email,2025-05-06 16:00:00,Lead,MQL,0.0
3018,Facebook,2025-05-06 17:00:00,Lead,Lead,0.0
3019,Google Ads,2025-05-06 18:00:00,Lead,SQL,0.0
3020,Email,2025-05-06 19:00:00,Lead,Lead,0.0
3021,Google Ads,2025-05-06 20:00:00,Lead,Lead,0.0
3022,Facebook,2025-05-06 21:00:00,Lead,MQL,0.0
3023,Email,2025-05-06 22:00:00,Lead,Lead,0.0
3024,Google Ads,2025-05-06 23:00:00,Lead,Lead,0.0
3025,Google Ads,2025-05-07 00:00:00,Lead,SQL,0.0
3026,Google Ads,2025-05-07 01:00:00,Lead,Lead,0.0
3027,Organic,2025-05-07 02:00:00,Lead,Lead,0.0
3028,Facebook,2025-05-07 03:00:00,Lead,Lead,0.0
3029,Email,2025-05-07 04:00:00,Lead,Lead,0.0
3030,Facebook,2025-05-07 05:00:00,Lead,Closed Lost,0.0
3031,Google Ads,2025-05-07 06:00:00,Lead,Lead,0.0
3032,Facebook,2025-05-07 07:00:00,Lead,MQL,0.0
3033,Email,2025-05-07 08:00:00,Lead,Lead,0.0
3034,Google Ads,2025-05-07 09:00:00,Lead,Lead,0.0
3035,Google Ads,2025-05-07 10:00:00,Lead,MQL,0.0
3036,Google Ads,2025-05-07 11:00:00,Lead,MQL,0.0
3037,Facebook,2025-05-07 12:00:00,Lead,SQL,0.0
3038,Referral,2025-05-07 13:00:00,Lead,Lead,0.0
3039,Google Ads,2025-05-07 14:00:00,Lead,Lead,0.0
3040,Facebook,2025-05-07 15:00:00,Lead,Lead,0.0
3041,Google Ads,2025-05-07 16:00:00,Lead,SQL,0.0
3042,Referral,2025-05-07 17:00:00,Lead,MQL,0.0
3043,Google Ads,2025-05-07 18:00:00,Lead,SQL,0.0
3044,Facebook,2025-05-07 19:00:00,Lead,MQL,0.0
3045,Email,2025-05-07 20:00:00,Lead,Lead,0.0
3046,Email,2025-05-07 21:00:00,Lead,Lead,0.0
3047,Facebook,2025-05-07 22:00:00,Lead,Lead,0.0
3048,Google Ads,2025-05-07 23:00:00,Lead,MQL,0.0
3049,Google Ads,2025-05-08 00:00:00,Lead,Lead,0.0
3050,Google Ads,2025-05-08 01:00:00,Lead,Lead,0.0
3051,Google Ads,2025-05-08 02:00:00,Lead,Lead,0.0
3052,Facebook,2025-05-08 03:00:00,Lead,Lead,0.0
3053,Google Ads,2025-05-08 04:00:00,Lead,Lead,0.0
3054,Google Ads,2025-05-08 05:00:00,Lead,Lead,0.0
3055,Email,2025-05-08 06:00:00,Lead,SQL,0.0
3056,Referral,2025-05-08 07:00:00,Lead,Closed Lost,0.0
3057,Facebook,2025-05-08 08:00:00,Lead,Lead,0.0
3058,Google Ads,2025-05-08 09:00:00,Lead,MQL,0.0
3059,Google Ads,2025-05-08 10:00:00,Lead,MQL,0.0
3060,Referral,2025-05-08 11:00:00,Lead,MQL,0.0
3061,Google Ads,2025-05-08 12:00:00,Lead,Lead,0.0
3062,Google Ads,2025-05-08 13:00:00,Lead,Lead,0.0
3063,Facebook,2025-05-08 14:00:00,Lead,Lead,0.0
3064,Facebook,2025-05-08 15:00:00,Lead,MQL,0.0
3065,Facebook,2025-05-08 16:00:00,Lead,Lead,0.0
3066,Google Ads,2025-05-08 17:00:00,Lead,Lead,0.0
3067,Google Ads,2025-05-08 18:00:00,Lead,Lead,0.0
3068,Referral,2025-05-08 19:00:00,Lead,Lead,0.0
3069,Google Ads,2025-05-08 20:00:00,Lead,Lead,0.0
3070,Email,2025-05-08 21:00:00,Lead,MQL,0.0
3071,Email,2025-05-08 22:00:00,Lead,Lead,0.0
3072,Facebook,2025-05-08 23:00:00,Lead,Lead,0.0
3073,Google Ads,2025-05-09 00:00:00,Lead,MQL,0.0
3074,Google Ads,2025-05-09 01:00:00,Lead,Lead,0.0
3075,Facebook,2025-05-09 02:00:00,Lead,MQL,0.0
3076,Organic,2025-05-09 03:00:00,Lead,MQL,0.0
3077,Organic,2025-05-09 04:00:00,Lead,Lead,0.0
3078,Google Ads,2025-05-09 05:00:00,Lead,MQL,0.0
3079,Google Ads,2025-05-09 06:00:00,Lead,Lead,0.0
3080,Organic,2025-05-09 07:00:00,Lead,MQL,0.0
3081,Email,2025-05-09 08:00:00,Lead,Lead,0.0
3082,Organic,2025-05-09 09:00:00,Lead,Lead,0.0
3083,Google Ads,2025-05-09 10:00:00,Lead,MQL,0.0
3084,Facebook,2025-05-09 11:00:00,Lead,Lead,0.0
3085,Email,2025-05-09 12:00:00,Lead,Closed Won,6139.063249084178
3086,Email,2025-05-09 13:00:00,Lead,Lead,0.0
3087,Facebook,2025-05-09 14:00:00,Lead,Lead,0.0
3088,Google Ads,2025-05-09 15:00:00,Lead,Lead,0.0
3089,Facebook,2025-05-09 16:00:00,Lead,MQL,0.0
3090,Google Ads,2025-05-09 17:00:00,Lead,MQL,0.0
3091,Facebook,2025-05-09 18:00:00,Lead,Lead,0.0
3092,Referral,2025-05-09 19:00:00,Lead,MQL,0.0
3093,Google Ads,2025-05-09 20:00:00,Lead,Lead,0.0
3094,Organic,2025-05-09 21:00:00,Lead,MQL,0.0
3095,Google Ads,2025-05-09 22:00:00,Lead,Lead,0.0
3096,Email,2025-05-09 23:00:00,Lead,Lead,0.0
3097,Referral,2025-05-10 00:00:00,Lead,Lead,0.0
3098,Google Ads,2025-05-10 01:00:00,Lead,Lead,0.0
3099,Google Ads,2025-05-10 02:00:00,Lead,SQL,0.0
3100,Facebook,2025-05-10 03:00:00,Lead,MQL,0.0
3101,Google Ads,2025-05-10 04:00:00,Lead,Closed Lost,0.0
3102,Email,2025-05-10 05:00:00,Lead,MQL,0.0
3103,Organic,2025-05-10 06:00:00,Lead,MQL,0.0
3104,Facebook,2025-05-10 07:00:00,Lead,MQL,0.0
3105,Google Ads,2025-05-10 08:00:00,Lead,Lead,0.0
3106,Facebook,2025-05-10 09:00:00,Lead,Lead,0.0
3107,Email,2025-05-10 10:00:00,Lead,MQL,0.0
3108,Google Ads,2025-05-10 11:00:00,Lead,Lead,0.0
3109,Facebook,2025-05-10 12:00:00,Lead,Lead,0.0
3110,Facebook,2025-05-10 13:00:00,Lead,SQL,0.0
3111,Facebook,2025-05-10 14:00:00,Lead,Closed Won,3818.6727965551677
3112,Google Ads,2025-05-10 15:00:00,Lead,Lead,0.0
3113,Email,2025-05-10 16:00:00,Lead,Lead,0.0
3114,Google Ads,2025-05-10 17:00:00,Lead,MQL,0.0
3115,Google Ads,2025-05-10 18:00:00,Lead,MQL,0.0
3116,Organic,2025-05-10 19:00:00,Lead,Lead,0.0
3117,Email,2025-05-10 20:00:00,Lead,Lead,0.0
3118,Google Ads,2025-05-10 21:00:00,Lead,MQL,0.0
3119,Google Ads,2025-05-10 22:00:00,Lead,Lead,0.0
3120,Google Ads,2025-05-10 23:00:00,Lead,Lead,0.0
3121,Google Ads,2025-05-11 00:00:00,Lead,Lead,0.0
3122,Google Ads,2025-05-11 01:00:00,Lead,MQL,0.0
3123,Google Ads,2025-05-11 02:00:00,Lead,SQL,0.0
3124,Facebook,2025-05-11 03:00:00,Lead,Lead,0.0
3125,Email,2025-05-11 04:00:00,Lead,Lead,0.0
3126,Facebook,2025-05-11 05:00:00,Lead,SQL,0.0
3127,Email,2025-05-11 06:00:00,Lead,Lead,0.0
3128,Google Ads,2025-05-11 07:00:00,Lead,MQL,0.0
3129,Referral,2025-05-11 08:00:00,Lead,MQL,0.0
3130,Organic,2025-05-11 09:00:00,Lead,Lead,0.0
3131,Organic,2025-05-11 10:00:00,Lead,MQL,0.0
3132,Organic,2025-05-11 11:00:00,Lead,Lead,0.0
3133,Organic,2025-05-11 12:00:00,Lead,Lead,0.0
3134,Facebook,2025-05-11 13:00:00,Lead,Lead,0.0
3135,Google Ads,2025-05-11 14:00:00,Lead,Lead,0.0
3136,Facebook,2025-05-11 15:00:00,Lead,MQL,0.0
3137,Email,2025-05-11 16:00:00,Lead,MQL,0.0
3138,Email,2025-05-11 17:00:00,Lead,MQL,0.0
3139,Facebook,2025-05-11 18:00:00,Lead,SQL,0.0
3140,Google Ads,2025-05-11 19:00:00,Lead,Lead,0.0
3141,Google Ads,2025-05-11 20:00:00,Lead,Lead,0.0
3142,Organic,2025-05-11 21:00:00,Lead,Lead,0.0
3143,Facebook,2025-05-11 22:00:00,Lead,MQL,0.0
3144,Facebook,2025-05-11 23:00:00,Lead,Lead,0.0
3145,Google Ads,2025-05-12 00:00:00,Lead,MQL,0.0
3146,Google Ads,2025-05-12 01:00:00,Lead,Lead,0.0
3147,Organic,2025-05-12 02:00:00,Lead,SQL,0.0
3148,Email,2025-05-12 03:00:00,Lead,MQL,0.0
3149,Email,2025-05-12 04:00:00,Lead,Lead,0.0
3150,Facebook,2025-05-12 05:00:00,Lead,Lead,0.0
3151,Facebook,2025-05-12 06:00:00,Lead,Lead,0.0
3152,Google Ads,2025-05-12 07:00:00,Lead,MQL,0.0
3153,Email,2025-05-12 08:00:00,Lead,MQL,0.0
3154,Facebook,2025-05-12 09:00:00,Lead,Lead,0.0
3155,Facebook,2025-05-12 10:00:00,Lead,Lead,0.0
3156,Facebook,2025-05-12 11:00:00,Lead,Lead,0.0
3157,Organic,2025-05-12 12:00:00,Lead,SQL,0.0
3158,Google Ads,2025-05-12 13:00:00,Lead,MQL,0.0
3159,Organic,2025-05-12 14:00:00,Lead,MQL,0.0
3160,Google Ads,2025-05-12 15:00:00,Lead,MQL,0.0
3161,Facebook,2025-05-12 16:00:00,Lead,Lead,0.0
3162,Google Ads,2025-05-12 17:00:00,Lead,Lead,0.0
3163,Google Ads,2025-05-12 18:00:00,Lead,MQL,0.0
3164,Facebook,2025-05-12 19:00:00,Lead,MQL,0.0
3165,Google Ads,2025-05-12 20:00:00,Lead,MQL,0.0
3166,Facebook,2025-05-12 21:00:00,Lead,MQL,0.0
3167,Organic,2025-05-12 22:00:00,Lead,Lead,0.0
3168,Google Ads,2025-05-12 23:00:00,Lead,MQL,0.0
3169,Email,2025-05-13 00:00:00,Lead,Lead,0.0
3170,Facebook,2025-05-13 01:00:00,Lead,MQL,0.0
3171,Email,2025-05-13 02:00:00,Lead,Lead,0.0
3172,Google Ads,2025-05-13 03:00:00,Lead,MQL,0.0
3173,Google Ads,2025-05-13 04:00:00,Lead,SQL,0.0
3174,Google Ads,2025-05-13 05:00:00,Lead,Lead,0.0
3175,Google Ads,2025-05-13 06:00:00,Lead,Lead,0.0
3176,Google Ads,2025-05-13 07:00:00,Lead,Lead,0.0
3177,Email,2025-05-13 08:00:00,Lead,Lead,0.0
3178,Organic,2025-05-13 09:00:00,Lead,Lead,0.0
3179,Organic,2025-05-13 10:00:00,Lead,MQL,0.0
3180,Email,2025-05-13 11:00:00,Lead,Lead,0.0
3181,Google Ads,2025-05-13 12:00:00,Lead,MQL,0.0
3182,Google Ads,2025-05-13 13:00:00,Lead,MQL,0.0
3183,Google Ads,2025-05-13 14:00:00,Lead,Lead,0.0
3184,Google Ads,2025-05-13 15:00:00,Lead,Lead,0.0
3185,Facebook,2025-05-13 16:00:00,Lead,MQL,0.0
3186,Facebook,2025-05-13 17:00:00,Lead,MQL,0.0
3187,Google Ads,2025-05-13 18:00:00,Lead,Lead,0.0
3188,Google Ads,2025-05-13 19:00:00,Lead,Lead,0.0
3189,Organic,2025-05-13 20:00:00,Lead,Lead,0.0
3190,Email,2025-05-13 21:00:00,Lead,Lead,0.0
3191,Google Ads,2025-05-13 22:00:00,Lead,SQL,0.0
3192,Organic,2025-05-13 23:00:00,Lead,Lead,0.0
3193,Referral,2025-05-14 00:00:00,Lead,MQL,0.0
3194,Google Ads,2025-05-14 01:00:00,Lead,MQL,0.0
3195,Google Ads,2025-05-14 02:00:00,Lead,Lead,0.0
3196,Facebook,2025-05-14 03:00:00,Lead,Closed Lost,0.0
3197,Organic,2025-05-14 04:00:00,Lead,Lead,0.0
3198,Organic,2025-05-14 05:00:00,Lead,MQL,0.0
3199,Google Ads,2025-05-14 06:00:00,Lead,Lead,0.0
3200,Google Ads,2025-05-14 07:00:00,Lead,Lead,0.0
3201,Facebook,2025-05-14 08:00:00,Lead,Lead,0.0
3202,Facebook,2025-05-14 09:00:00,Lead,MQL,0.0
3203,Google Ads,2025-05-14 10:00:00,Lead,SQL,0.0
3204,Organic,2025-05-14 11:00:00,Lead,Lead,0.0
3205,Email,2025-05-14 12:00:00,Lead,Lead,0.0
3206,Organic,2025-05-14 13:00:00,Lead,Lead,0.0
3207,Organic,2025-05-14 14:00:00,Lead,SQL,0.0
3208,Email,2025-05-14 15:00:00,Lead,Lead,0.0
3209,Facebook,2025-05-14 16:00:00,Lead,Lead,0.0
3210,Facebook,2025-05-14 17:00:00,Lead,MQL,0.0
3211,Google Ads,2025-05-14 18:00:00,Lead,MQL,0.0
3212,Email,2025-05-14 19:00:00,Lead,Lead,0.0
3213,Google Ads,2025-05-14 20:00:00,Lead,MQL,0.0
3214,Email,2025-05-14 21:00:00,Lead,Lead,0.0
3215,Google Ads,2025-05-14 22:00:00,Lead,Lead,0.0
3216,Google Ads,2025-05-14 23:00:00,Lead,Lead,0.0
3217,Google Ads,2025-05-15 00:00:00,Lead,MQL,0.0
3218,Google Ads,2025-05-15 01:00:00,Lead,Lead,0.0
3219,Email,2025-05-15 02:00:00,Lead,SQL,0.0
3220,Email,2025-05-15 03:00:00,Lead,MQL,0.0
3221,Facebook,2025-05-15 04:00:00,Lead,Lead,0.0
3222,Google Ads,2025-05-15 05:00:00,Lead,Lead,0.0
3223,Google Ads,2025-05-15 06:00:00,Lead,Closed Lost,0.0
3224,Google Ads,2025-05-15 07:00:00,Lead,Lead,0.0
3225,Google Ads,2025-05-15 08:00:00,Lead,Lead,0.0
3226,Organic,2025-05-15 09:00:00,Lead,SQL,0.0
3227,Google Ads,2025-05-15 10:00:00,Lead,Lead,0.0
3228,Google Ads,2025-05-15 11:00:00,Lead,Closed Lost,0.0
3229,Google Ads,2025-05-15 12:00:00,Lead,Lead,0.0
3230,Google Ads,2025-05-15 13:00:00,Lead,Lead,0.0
3231,Facebook,2025-05-15 14:00:00,Lead,Lead,0.0
3232,Facebook,2025-05-15 15:00:00,Lead,Lead,0.0
3233,Google Ads,2025-05-15 16:00:00,Lead,Lead,0.0
3234,Google Ads,2025-05-15 17:00:00,Lead,MQL,0.0
3235,Google Ads,2025-05-15 18:00:00,Lead,Closed Lost,0.0
3236,Google Ads,2025-05-15 19:00:00,Lead,MQL,0.0
3237,Google Ads,2025-05-15 20:00:00,Lead,Lead,0.0
3238,Referral,2025-05-15 21:00:00,Lead,Lead,0.0
3239,Facebook,2025-05-15 22:00:00,Lead,Lead,0.0
3240,Facebook,2025-05-15 23:00:00,Lead,SQL,0.0
3241,Facebook,2025-05-16 00:00:00,Lead,Lead,0.0
3242,Facebook,2025-05-16 01:00:00,Lead,Lead,0.0
3243,Facebook,2025-05-16 02:00:00,Lead,Lead,0.0
3244,Email,2025-05-16 03:00:00,Lead,Lead,0.0
3245,Email,2025-05-16 04:00:00,Lead,Lead,0.0
3246,Google Ads,2025-05-16 05:00:00,Lead,SQL,0.0
3247,Facebook,2025-05-16 06:00:00,Lead,Closed Won,5107.137470655208
3248,Facebook,2025-05-16 07:00:00,Lead,Lead,0.0
3249,Organic,2025-05-16 08:00:00,Lead,Lead,0.0
3250,Facebook,2025-05-16 09:00:00,Lead,Lead,0.0
3251,Facebook,2025-05-16 10:00:00,Lead,Closed Lost,0.0
3252,Google Ads,2025-05-16 11:00:00,Lead,SQL,0.0
3253,Facebook,2025-05-16 12:00:00,Lead,Lead,0.0
3254,Google Ads,2025-05-16 13:00:00,Lead,Lead,0.0
3255,Google Ads,2025-05-16 14:00:00,Lead,SQL,0.0
3256,Google Ads,2025-05-16 15:00:00,Lead,Lead,0.0
3257,Email,2025-05-16 16:00:00,Lead,Lead,0.0
3258,Google Ads,2025-05-16 17:00:00,Lead,Lead,0.0
3259,Google Ads,2025-05-16 18:00:00,Lead,Lead,0.0
3260,Organic,2025-05-16 19:00:00,Lead,Lead,0.0
3261,Google Ads,2025-05-16 20:00:00,Lead,MQL,0.0
3262,Facebook,2025-05-16 21:00:00,Lead,Lead,0.0
3263,Facebook,2025-05-16 22:00:00,Lead,MQL,0.0
3264,Google Ads,2025-05-16 23:00:00,Lead,Lead,0.0
3265,Email,2025-05-17 00:00:00,Lead,Lead,0.0
3266,Google Ads,2025-05-17 01:00:00,Lead,MQL,0.0
3267,Facebook,2025-05-17 02:00:00,Lead,Lead,0.0
3268,Facebook,2025-05-17 03:00:00,Lead,Lead,0.0
3269,Facebook,2025-05-17 04:00:00,Lead,Lead,0.0
3270,Email,2025-05-17 05:00:00,Lead,Lead,0.0
3271,Google Ads,2025-05-17 06:00:00,Lead,MQL,0.0
3272,Google Ads,2025-05-17 07:00:00,Lead,Lead,0.0
3273,Email,2025-05-17 08:00:00,Lead,Lead,0.0
3274,Facebook,2025-05-17 09:00:00,Lead,MQL,0.0
3275,Organic,2025-05-17 10:00:00,Lead,Lead,0.0
3276,Organic,2025-05-17 11:00:00,Lead,Lead,0.0
3277,Organic,2025-05-17 12:00:00,Lead,Lead,0.0
3278,Facebook,2025-05-17 13:00:00,Lead,SQL,0.0
3279,Google Ads,2025-05-17 14:00:00,Lead,MQL,0.0
3280,Email,2025-05-17 15:00:00,Lead,Lead,0.0
3281,Facebook,2025-05-17 16:00:00,Lead,Lead,0.0
3282,Google Ads,2025-05-17 17:00:00,Lead,MQL,0.0
3283,Organic,2025-05-17 18:00:00,Lead,SQL,0.0
3284,Organic,2025-05-17 19:00:00,Lead,Lead,0.0
3285,Facebook,2025-05-17 20:00:00,Lead,Lead,0.0
3286,Google Ads,2025-05-17 21:00:00,Lead,Closed Lost,0.0
3287,Google Ads,2025-05-17 22:00:00,Lead,MQL,0.0
3288,Organic,2025-05-17 23:00:00,Lead,MQL,0.0
3289,Organic,2025-05-18 00:00:00,Lead,Lead,0.0
3290,Google Ads,2025-05-18 01:00:00,Lead,MQL,0.0
3291,Google Ads,2025-05-18 02:00:00,Lead,SQL,0.0
3292,Organic,2025-05-18 03:00:00,Lead,MQL,0.0
3293,Google Ads,2025-05-18 04:00:00,Lead,Lead,0.0
3294,Facebook,2025-05-18 05:00:00,Lead,Lead,0.0
3295,Referral,2025-05-18 06:00:00,Lead,MQL,0.0
3296,Google Ads,2025-05-18 07:00:00,Lead,MQL,0.0
3297,Facebook,2025-05-18 08:00:00,Lead,Lead,0.0
3298,Google Ads,2025-05-18 09:00:00,Lead,MQL,0.0
